,content_clean
50734,العلاقات الالكترونية العاطفية ، عبارة عن تفريغ مشاعر لا اكثر ، وعيش بوهم وضياع للوقت
92297,انا بطالب بالسيطره عليهم تعقموهم تلموهم و تعملولهم شيلترز اعملوا اي حل براحتكم انا كل اللي عاوزه اروح بيتي بعد نباطشيه و ساعه في امان بدون ما كلب يهب عليا و لا يجري ورايا هو و القطيع بتاعه بدون اي سبب نهائي من ناحيتي سوا اني مروح بيتي مش قادر امشي من الارهاق
121028,خدتي مني حتي صورتك يبقي ايه يا فكرني بيكي قلبي مابيحكيش في سيرتك مهما تتكلم عينيكي خدتي مني ذكرياتي خدتي احلا سنين حياتي سبتي دمعي يهون ليلاتي بس مش ببكي عليكي ببكي علي ايام عليا علي سنين و الوحدانية و الدموع تسال عينيا ليه يضيع الحلم فيكي
14085,الف مبروك لـ الاتحاد الفوز بالكاس الاغلي كاس خادم الحرمين الشريفين حفظه الله الف مبروك الفيصلي علي المستوي المشرف ، وشرف السلام علي خادم الحرمين الشريفين الفيصلي الاتحاد
9602,الابراج غير المتوافقة دائما تشترك في تواصل عميق ، وسحر مع بعضهم البعض عادة ما يتشاركون في روح الدعابة ولا يمكن ان يكونوا مع او بدون بعضهم البعض هم الحمل العذراء والعقرب الثور الميزان والقوس الجوزاء العقرب والجدي السرطان القوس والدلو الاسد الجدي والحوت يتبع
92479,شلون يعرف اني مشتاقة له ؟ يعني فكرته خلاص نام اقدر ادخل اي وقت الصباح هف
112833,تاكدت انو في ناس ما بتعرف ترد ع الكلام الحلو سواء هالشي حياء منها او عندهم مشكلة بالذكاء الاجتماعي لما بعتت لواحد معلقة ثناء وشكر قام رد علي بـ تسلم
119563,اغلبهم غلط ما عليش وين السرطان ؟ المفروض اول واحد انا اكثر وحدة تجامل و لسانها معسول هيمنتي و برجي سرطان
89556,اتصلت علي مديري امس بحكم انه موصيني اطمنه علي والدتي بعد العملية والحمدلله طمنته بعدها قلت له اني بدوام من الاسبوع الجاي قال لا امك ابدا وسلمي عليها وحب راسها وقلها فهد يقولك دوام وليد ياميمتي عند رجلينك الله يرزقكم بمدير رجل زي فهد وكفي
64741,انتبهوا من هالدبشه نصاب ولا له علاقه ب تركي الشيخ لاتصيرون اغبياء وضحايا
88152,سلندر ومكينه سيسي الصغيرة الهاتشباك ميتسوبيشي سبيس ستار وسعرها بالضريبة بديلة السبارك ؟
48246,والله الجو يهبل بس محد راضي يطلع معاي السطح نستمتع
93229,بتعذب عذاب في الدنيا كاني ابرهة معرفش عن حياتكم غير كربها وغير قبرها
86273,من الواضح ان هناك تجديد في رئاسة بعض الاندية الكبري بالموسم المقبل ، الاتحاد هناك لؤي ناظر وفي الاهلي ربما يتنافس عادل عزت مع خالد العيسي وفي النصر قد يكون هناك مرشح توافقي ويبقي الهلال الذي ربما يتجهون للاستقرار في ظل نتائجة المتميزة هذا ما اتوقعه والله اعلم
129702,بمووووت ضحك علي مقطع البنت الهندية اللي عطت امها لابوبو وقالت هذا اله صيني ولقتها بعد شوي تعبده صدق انهم بقر الله يعافينا ولا يبلانا
128624,ماابغي اتوظف ولا افكر اتوظف ورافضه فكرة الوظيفه واكرهها واذا جاني احط خطبني وقال ماابغي تتوظفين ارفض حتي انا ماعرف وش ابغي
95286,ما اعظم رحمة الله طير ينقذ صاحبه من موت محقق
67958,في فترة في حياتي كان عندي مستوي النفسية في الارض مستوي الانجاز مفيش كان عندي صاحب الله يرحمه كان بيفهمني قبل ما اتكلم وقف معايا في الفترة دي ووفاته غيرت حاجات كتير في مجري حياتي اعتقد ده اكتر وقت انا مفتقده فيه كنت فاكر فكرة انك تسمع حد دي حاجه بسيطة
115433,حلال بس هناك شرط ان تكون البضاعة مباركة مسجلة اوريجنال وغير مستخدمة
97517,ان طبت طبنا فوق طيبك زياده وان شنت ماكنا علي الارض شفناك
85865,التامل برياض يختلف عن كل المناطق اللي فيها طبيعة ، التامل هنا اني اطلع اتفرج علي السيارات تمشي ، القطاوة ، النباتات ، المترو وهو يمر ووراه عشرات الابراج ، الطيارات ، كل هذا وورقتي وقلمي علي الطاولة وشعري يطير ، بدون جوال و بدون سماعة ، ومع محاولات عدم التفكير
83282,عفوا اشلون عندج خدامة صار لها سنة وعمر ولدج الكبير فهد ماكمل سنة
75899,النهاردة انا وصحابي فتحنا نقاشين حادين كان نفسي اشرحلهم بتمعن اكتر انا بفكر ازاي بس حسيت اني مفرهدة فشخ علي اني اشرح وجهة نظري
64920,قد يبدو عبث بس عندي مشاكل بسبب نزول الجيم والله بجد مخي مش مستوعب
127564,حمزه مش امير حمزه وطن عملية زعترة فلسطين ليلةالقدر رمضان امـا واللـه ان الظلـم شــؤم ولا زال المسيء هو الظلوم الي الديان يوم الدين نمضي وعـنـد الله تجتمـع الخصـوم ستعلم في الحساب اذا التقينا غدا عند المليك من الغشوم
95674,شور بلاحقكم عشان نخلص البزنس بس اذا تحسبون اني بعطيكم ال تخسون
77207,اذا تبون سعوده طالبوا بسعودة الوظائف الممتازه مو كاشير ومحل عطور
107717,اول مرة يجيلي بانيك مع نوبة بكاء في البيت ، طريقة هندلة الموقف عدد رش ماية علي وشي عدد كتم نفس علشان ابطل عياط عدد اجبار علي شرب ماية تجربة
76355,يلا يا اسخف خلق الله روح قول ل ثانوي متفرحوش عشان هتتنفخو الكلية و نكد عليهم يلا يا رزل
69729,دكتور هل الضرس المسحوب عصبه من سنوات وانكسر من الجنب كسر صغير وفيه تسوس يخلع ولا يتم علاج التسوس وتلبيسه ؟
90202,ليش اول ما صحيت من النوم تذكرت موقف وضح لي قد ايش الفصل بين الجنسين الي عشناه خلانا دلوخ ، في مرة استاذ احترمه جدا جلست بجانبه في تقديم احد العروض وكان يثني علي افكاري واعتراضاتي واني افكر بطريقة نقدية حقيقية بعمر صغير ، ايش تتوقعوا سويت ؟
91571,من مميزاتي بالسوق ان بعض المحلات ادخلها عشان اطلع من الباب الثاني
35835,اكتب اسم بلدك ان كان يسمح لك التظاهر تضامنا مع غزة ؟
27690,يرت كوبين هو مغني ومؤلف وموسيقي امريكي ومؤسس فرقه نيرفانا الامريكية اصيب باضطراب فرط حركة وتشتت انتباه بصغره الي ان وصل الي تشخيصه باضطراب ثنائي القطب وهو بسن المراهقة تنازل اهله عنه فتنازل هو عن حياته للاسف نشوي فتحي بايبولار وافتخر
60886,اخبرنا بتلك الجملة الشهيرة التي تقولها لنفسك عندما تكون في اسوا احوالك ؟
84261,يارب ما تحوجني لا لقريب ولا غريب ولا صاحب ولا حبيب اللهم قويني بيك
8346,تقرير مثري يتحدث عن الشركات الاكثر ابتكارا في السعودية في مختلف القطاعات لعام من اعداد بالتعاون مع
64209,اللي يقول التعلق حبا صعب ؛ اكيد ما جرب التعلق كرها هذا موت واحتضار بطيء
97820,كنت اتمني حياه كلها اشغال لدرجة ماامسك جوالي ويوم صارت تورطت قسم
62700,مادام هناك عزله وموسيقي فمن المستحيل ان تفقد الثقه المتمثله بمعرفة نفسك
123304,الاهلي خسر ده كريم هيرجع زعلان بس كريم اصلا مرجعش الذكري العاشرة لمذبحة بورسعيد
57508,وانا ادخن تحت شجرة التين ، وجدت شجرة تين جديدة ادخن عندها ، فكرت في هذا المقطع من رواية اولغا الرحالة ، لم كانوا يشرحون جثة امراة وانذهلت من منظر رئة المراة وقالت وكانها رئة ملاك لم تتنفس حتي الهواء فكرت بالموت والجمال والهشاشة هنا يسمون التين حماط
15159,احبببببه اي احد يكلمني اكثر من مرات بالاسبوع اقع بحبه نعم هيك بهي السهوله
67495,فيه وحده فالنادي سالتني انتي وش تسوين قلتلها الحقيقه وليتني ما قلتلها
73941,منقية النائلات سيحة البال مجلس الصياهد الاجابة النسخة السادسة النسخة السادسة
11609,رحت روتيشن فاميلي ومتحمسة لدرجة فكرت احول فاميلي حسيت اني بعالم وردي بعيد عن قرف الاونكولات ما امداني اكمل اسبوع الا صرت احسب الايام متي تخلص ، عاد الفترة هذي احس اني فاقدة الامل و تجيني اسئلة وجودية كثير بخصوص التخصص
68685,الحمدلله علي ما اراد الله تم نهب منزل الاسرة بحي الهدي بشرق النيل من قبل الجنجويد وسرقة جميع محتوياته
39002,طب انا نمت بدري وصحيت بدري اهو ، فين بقي النشاط اللي بتقولوا عليه ؟
50508,الافراح اللي بتبعدك عن الواقع وبتفقدك اتصالك باحياه مضره لازم تفهم انك اي بصيص سعادة وامل هو مجرد تجارة بيك وانهم نفس المخدر اللي بيحولك من متعاطي لمدمن
54684,لكن انه يبقي حقاني هتوديه في داهية وعند الله تجتمع الخصوم طيب ؟
37912,خلصت انمي يوبيساكي كلي مشاعر وبكيت وحالتي حاله بس حرفيا استمتعت بكل دقيقه فالحلقه لدرجه حسيت انها خلصت سريع و مع انو اختصرو الاحداث علي اخر كم دقيقه و جابو اشياء المفروض انها تكون بعيده بس عرفو كيف يرتبوها بطريقه حلوه مره و اكيد اكيد رح اشتاق مره للانمي
46389,ياربي اني خسرت اغلي ما املك لاتحملي فوق طاقتي تكفون ادعوله تكككفون
83420,تعرفون ان مافي انتقالة كبيرة ومافي بدايات جديدة طازجة مختلفة كليا عن قبل اللحظه ؟ انتو حتمشو حتبدا الامور تتغير شوي شوي ولازم تركزو بمشاعرك طول الوقت وتحللو كلامكم انتم وافعالكم انتم وافكاركم انتم عشان تبدون تحسون بالتغير
105688,جمهورية مصر تقدم عروض للاسرائيليين تضامنا معهم بالحرب الحالية ، اقامة ليلة واحده باوتيل مع وجبة افطار شخصين شراب فودكا شخصين كوفي شخصين غداء شخصين جنية مصري دولار ، والي عنده سايح اسرائيلي مايتكلمش عن القواعد الامريكية في الخليج ، يطفح بالطعمية افضل ،
57578,قد يبان للبعض اني معنديش شغف اكلمهم هم بالذات بس انا معنديش شغف اكلم امي
45518,خلونا من الكلام كيفكم مع هذا ؟ ؟ استني احلم فيه من كثر ما فكرت فيه
8877,سؤال يقول عنترة فازور من وقع القنا بلبانه وشكا الي بعبرة وتحمحم ما معني ازور ؟ بدون فضلا لا امرا و بدون صورة قطعا
27993,السعودية تتصدر الحصة الاكبر من قيمة الاستثمار الجريء بقيمة مليون دولار في منطقة الشرق الاوسط وشمال افريقيا خلال النصف الاول من عام م وفقا للتقرير الصادر من ماغنيت الجدير بالذكر ان من اجمالي الاستثمارات جاء من اضخم صفقة بقيمة مليون دولار
77413,صديقتي تهاوشت مع زوجها لانه سمع فويس تنهار فيه بقروبنا عن جمال ممثل تتابعه وعاد مرتين حلفت تخلعه لانه يقول حطي صورتي خلفيه بدل جونكوك
87026,وان ليس للانسان الا ما سعي وان سعيه سوف يري ثم يجزاه الجزاء الاوفي وان الي ربك المنتهي وانه هو اضحك وابكي
22046,اكثر شيء لفتني اليوم فكرة انك بنيت جدرانك بنفسك عشان تحمي نفسك من الالم ، بس هذي الجدران هي اللي اساسا تحجب عنك النور والحرية لانها مبنية علي الالم وخايف ان الالم يتكرر وبس علي اعصابك ، و اذا هدمت الجدران وحررت الالم ، بيدخل النور دون جهد
7236,انا مش عارفني انا تهت مني انا مش انا لا دي ملامحي ولا شكلي شكلي ولا ده انا
62629,يااخي تري حنا مسلمين وديننا دين نظافه وين اسبوع الواحد مايتروش اعوذ بالله
97683,ص شعور اللحظة ابتدت تحلي الحياة ، اه يا عيني عالحياة تحديدا احلوت بعد ماشلت اللاشز والعدسة
51572,الساعه عدت اهو ايه اللي حصل يعني ؟ ولا اي حاجه بلاش اوفره
20479,بسم الله الرحمن الرحيم سجل عندك اول وصفه من مخي
117044,نزلت بوست ف جروب الدفعه عشرتلاف عشروميت ف ساعه انا اتخضيت
87587,اذا حسيت ان الضيقة بلغت معتلاها جرب تحط مانجو ساعتين بالفريزر وتقشرها وتسمي بالله انحلت نص مشاكلي
127024,بيتهيالي اكتر فيلم بيحبوه الرحالة الاستريت هو فيلم تفتكروا المثليين بيحبوه بردو والا بيفضلوا حاجة تاني ؟ ميوزيكال مثلا ؟
50456,نصيحة اذا رايت الراقي يشخص ولايعالج فاعلم انه غير ثقة واذا شخصك عبر الجوال او النت فاعلم انه غير ثقة واذا رايت من يقدم الخبرة علي السنة فاعلم انه غير ثقة واذا رايته يكثر من استعمال الاعشاب فقط فاعلم انه غير ثقة عبد القادر الاثري الرياض الهلال النصر الاتحاد السعودية
16536,انا من امبارح لا حاسة بطعم اكل ولا شرب ولا سجاير وبفكر جديا في الانتحار
43218,معاك حد يدري بكل اللي في قلبك ؟ مفيش غيرها شخصية وهمية
2627,قارفه نفسي و عامله دايت و لما بطفح بيبقي شوفان و ف الاخر منزلتش برضه
119847,انا بسيطة لكن معقدة عادية لكن ساحرة حقيقية لكن غامضة هذا كله يتشكل في لغتي الفنية سيكون بسيط لكن معقد عادي لكن ساحر حقيقي لكن غامض والاهم انه حلو من الخارج لكن لاذع من الداخل قد تنفجر عند التعامل معنا وتنذهل من جنوننا العقلاني
76151,يـارب يارب ساعدني يارب وحدك تعلم بضغفي وهمي فساعدني يارحيـم
75253,اف قلبي يعورني حيل بعد كم يوم ذكري زواجنا واول مره ما اجيب له هديه هالسنه مطفرة ولا اقدر اسوي اي شي وحتي لو طلبت اهلي مافيه وقت توصل الهديه اونلاين ولا عندي احد يوديني السوق
51764,ادارة المخاطر في الاستثمار الجريء هل تفكر في الدخول في عالم الاستثمار الجريء ولكنك قلق لمخاطره العالية ؟ اكتشف كيف يمكنك ادارة المخاطر بحكمة لتحقيق افضل النتائج فهم طبيعة المخاطر الاستثمار الجريء هو المشاركة في تمويل الشركات الناشئة ومرتبط بمخاطر عالية ان فهم هذه
93244,كذا اشوف الي تلبس كاب وتطلع شعرها من فتحه الكاب بدون ماتلمه بربطه
113188,واسروا قولكم او اجهروا به انه عليم بذات الصدور الا يعلم من خلق وهو اللطيف الخبير سواء اسرينا همومنا او ضاقت بنا وجهرنا بها ، الله اعلم واخبر بما في صدورنا يا جمال الربط بين علم الله بحالنا ولطفه بنا
80620,مين الغبيه اللي اشتاقت للهموم الدراسية ؟ مين ؟ مين ؟ مين ؟ مين ؟
72697,سورة الملك تنجي من عذاب القبر اقراها عزيزي قبل نومك تصبحون علي خير
91892,ما اتحمل العلاقات بنفس الوقت ابغا اجرب ادخل فيها بنفس الوقت اقول لا خليني صافيه رح يجي حبي الاول صافي مثلي لا علاقات سابقه ولا حتي فيرست كيس من قبل بس بنفس الوقت ما ابغا يضيع عمري بدون تجارب وانحبس مع شخص ك جسد فقط وانا ما جربت ولا شي واندم بنفس الوقت اندم اني جربت
103694,لكنني كنت من حين لاخر يمسني شيء ما فاشعر بعدم الرغبة في رؤية احد
104166,لكني صبوره يا الله وضعت يدي فوق قلبي مئات المرات في الليالي التي مضت ، يارب يدك ارحم من يدي وعطفك ولطفك اعظم من خوفي وقلقي
8636,اول كنت اكره يوم العلوي اللحين صار العكس صوت اكره السفلي
45986,انا عايز الزول الاقنعة ميري بويو انها موهبة وانها فنانة ناجحة يجي يقنعني انو الحياة حلوة وانو بكرة احلي
116564,والله ولا سحر ولا شعوذة لقيت علبة مقفولة في التلاجة توقعت ان هيبقي فيها بلح معرفش ليه فتحتها لقيت فيها بلح فعلا
81369,اول شيء بسويه في الشوفه الشرعيه بقول له ورني اكسبلورك تيك توك
15691,اضاق صدرك بالهموم ، وتراكمت عليك الغموم ، فعليك بدعاء الكرب ، كان النبي صلي الله يدعو عند الكرب لااله الاالله العظيم الحليم ، لااله الاالله رب العرش العظيم ، لااله الاالله رب السموات ورب الارض ، ورب العرش الكريم
26194,انا ادمنته ، قراراتي علي مزاجي ، متي اخرج ومتي ارجع ، ايش اكل ، الاماكن اللي نفسي ازورها كله براااحتي الحاجة الوحيدة اللي افتقدها بس اني الاقي احد يصورني
15693,ابا اسال اي احد دحين من جد طبيعي ان حتي لو ما تتكلموا كل يوم تطمنوا كل صحباتكم انك عايش و تتك لا م عن يومك كلبللل يووممم
71861,باق من الزمن يوم حتي انتهاء فترة رئاسة السيسي الثالثة في ابريل ارحل يا بلحة
79190,له الغفران والتقصير ذنبي له الاكوان والدنيا تروح ، يناصر عندما تشتد حربي ، ويجبر عندما تشكو الجروح
60202,طلعت من السجن اللي حاطة نفسي فيه دا والجو يييججججججننننننن
21012,الاسوا هو ان يعاد الشعور الذي جاهدت طويلا ان تتجاوزه
63621,دا انا ماكلاكي مكرونه وفراخ عظمه وخليتك تاخديهم معاكي البيت ؟
14467,ليش البعض يصرون انهم يعيشون في هم ويعيشونك فيه الي اخر رمق بحياتهم مستحيل شئ يوقفهم الي ان يتوفاهم الله
108668,انا والروميت نتناقش اقولها اذا بتاخذين صيفي م بخليك لحالك وباخذ معك و ردت تقول اذا بتاخذين صيفي والله لاجي معك الجامعه لا تدري انا قالبين الصيفي مواجيب مو دراسه
42455,باي حق انساني واخلاقي يتم منع النساء المحجبات من السباحة في لباس البوركيني في مسابح لبنان ؟ مثل ما الدني بتساع الكل المفروض ان البحر يساع الكل المنع سلوك عنصري
28149,يارب يارب ماتقبضش روحي في لحظة غفلة مني يارب ماتخدتيش وانت غضبان عليا يارب انا اسفه علي كل ذنب قديم او جديد انا اسفه يارب اغفرلي مش عشان انا استحق اغفرلي عشان انت ارحم الرحمين اغفرلي يارب وسامحني واسترني واعفو عني وارحمني ولا تخزني يوم يبعثون انا بحبك والله بحبك اوي يارب
38096,علي طريق الغياب رسمت الاماني غيوم اشتياق وارسلتها حيث قلبك يغفو لتمطر حنين لعلها تزهر لقاء
114711,للاسف الظروف الاقتصاديه ضاغطه عالشباب كتير في كل جوانب حياتهم الكلام ده صعب لشاب مش لاقي شغل مش عارف يحلم باساسيات الحياه ان يكون عنده شقه او عربيه هوا بيجيب اللي يمشي حياته بالعافيه فطبيعي الحب بالنسباله حيبقي رفاهيه معندوش استعداد لخوازيق مش في وقتها احنا مش في المدينه الفاضله
2386,فاكر جمله لو بطلنا نحلم نموت طلعت العكس لو فضلنا نحلم هنموت كتر الاحلام بتكسر وبتموتبتخرج من حلم بعد معافره عشان تحققه وبردو مش بتحققه فتحلم بغيريه وتحاول تاني ومش بيكمل وبتاخد كل نتيجه اسوء من الا قبلهاواهوه دلوقتي حالك مكسور وكئيب والعياط مش مفارقك اكنك بتقول لنفسك اوعي تحلمي
4511,وحم وتعب الحمل وموقفة الحبوب كلها لتضارب اقوال الاطباء ومع ذلك يجي الي يسالك لما تغيب انت بخير ؟ كيف ارد ؟ طيب انت عارف وداري اني لما اغيب معناته احتاج مساحتي ما اقدر اتفاعل مع سؤالك اليومي ؟ ممكن تفهم ؟
22981,يارب يا حبيبي افرح بيك واطمن عليك واتم رسالتي معاك
6997,احيانا اكون صريحة بدون وعي او نفسي الحقيقة تحب هيج بعيد عن منزلة الانسان الي اخاطبه
80073,خدمه عملاء باللغه الانجليزية اللي يكلمك هندي وبالعربي اللي يكلمك بعد هندي طيب خلصوا العربان
93767,الهلال ساباهان الحظ خدم الهلال بالطرد وهدف اخر الدقايق ولا كان توقعي صح عاد الطردالسبب غير مجري المباراه مباراه حومه كبد وغثيان وليس لها علاقه في كوره القدم دوري اسيا بطوله متواضعه واعتقد انتهت يجب تحديث البطوله اصبحت ممله وبايخه واشبه بدوره رمضانيه مبروك للهلال
126015,حبايب قلبي تذكرون يوم وعدتكم اني بوزع ارض لمتابعيني لاني كملت معاكم سنة ؟ مانسيتكم بس كنت جالسة اجهز لها وباذن الله السحب من التغريدة هذي علقوا عليها وبيتم السحب وموثق كل شيء قدامكم بدون شروط ولا شيء فقط لمتابعيني اكتبو تعليق هنا وباذن الله من نصيب الشخص اللي يستاهلها
67332,اشوف مقاطع بالتيك لاشخاص منصدمين من الصراعات الدينية الي قاعد يسببها الصهيوني ، لانه الانسان الحديث يفكر انه متنور وانه يعيش في حكومات واجهزة قضائية ومؤسسات راسخة وانه الاديان مجرد صراعات هامشية للدول المتخلفة وفي الاكاديميات ، لكن واقع اكثر من سبعين سنة من الاحتلال يقول العكس
85192,والله بداية الالفينات كانت شيء رهيب يا الله هذيك الايام كان كل شيء له طعم كل شيء فيه تكلف و مجهود مافي منتج بايخ كلها اشياء متعوب عليها حتي البراندات كانوا يجتهدون بالجودة و كانت تساوي سعرها مو زي الحين بيوت بيضاء و و سعر الشنط دبل بجودة زبالة
100578,انا بعد عندي موعد عمليه قريب وابي قروب بنات نتواصل الله يعطينا الخير من فضله
112880,من كلمات جلالة الملكة رانيا الان في ملتقي المعلمين جلالة الملكة ايها المعلمون الكرام ، مهمتكم الاساسية ليست
121822,انا بكره اي ام بتدعي علي عيالها وحرفيا انتي كده كده عمرك ماهترتاحي ف عيشتك ي مريضه
39856,البرد قرب و الشتاء يشرح البال و كلن يدور لــ الدفا و التدفي اللي يدور له حضن عنده اشكال لاني بصفه ولا هو بصفي اشتر حطب مثل العرب واغد رجال قبل ما تطيح في واحدن ما يوفي قصيدة احبها اتحري الشتاء
27317,ما اقدر ابقي كذا اكثر بقنع اهلي نطله رحلة بكرا
61159,صادق يا نايف مرضي انتم والله لكن ما الومهم يوم ياخذوكم و يدعوا عليكم يعاملوكم بنفاق نشوفهم المغربيات اللي ماخذينهم سعوديين نشوفهم بجمعاتنا عبالك تحبك و تموت فيك والله يا ان صاحبة امي تدعي علي زوجها بالموت و لكن مقامكم و من طلع من داره قل مقداره
31436,قلوب الناس ليست الجنة فلا تتعب نفسك من اجل البقاء فيها فمهما كنت مثاليا باخلاقك وكبيرا بطيبة قلبك وحنونا بعواطفك ستجد من يكرهك فحتي الملائكة تكرهها الشياطين عش لنفسك فقط فمحاولة ارضاء الناس اشبه بالمشي بطريق طويل ينتهي بلوحة ارشادية مكتوب عليها عذرا الطريق مسدود
113189,اموت واعرف ليه المتاجر تحط حساباتهم برايفت بالانستا ؟ وانتظر الي ان يسوون قبول يعني شلون بتترزقون ؟ الموضوع وربي يقهر
86363,ياحظ الكويتيين مايذاكرون يتوظفون بشركة يدهم الله يغمد روحه الينه
78474,تقييمي لشو فكتوريا سيكرت هالسنه الايندنق مو حلوه كان خلوا كارول جي بالاخير احسن ادائها مبهر والاداء الاخير يع الاوبنينق ماديسون اكلتتتتت الاجنحه مافي شي مميز غير حق انوك المودلز ماحبيت ماعجبوني غير جيجي وبيلا وكم حبتين غيرهم واليكس الزق متي ينطرد طفشنا
77698,غريب اول حرف من اسمه ص مع ان اسمه صقر
91300,الوضع محتاج اغاني ميتاليكا مال بداية الالفينات و كعدة عالكورنيش
81348,بنات شاركونا تحت هالتغريدة فساتين تنفع للملكة او الشبكة وتكون وهادية وفخمة
104019,اختتمت جامعة طيبة مساء اليوم بنجاح كبير عمليات القبول والتسجيل للعام الجامعي هـ بمتابعة من سعادة رئيسة الجامعة د نوال الرشيد وعملا دؤوب من عمادة القبول والتسجيل ومنسوبيها وفرق العمل المشاركة حيث بلغ عدد من تم استدعاؤهم للقبول في مراحل الفرز الاربعة مرشحا
41281,سهرة العيد ديربي اوروبا يصل ، طرف منتعش بسوق صرف فيه ربع مليار ، واخر جريح يقاوم الغرق لكن الروح تحدثت تلك الليلة ، وهزموهم في ملعبهم
76123,وضعت هدف قراءة كتاب قبل نهاية السنة انهيت تبقي اتمني ان انجز الهدف دون تكاسل
82218,ما تـروق يـابـو حسين قـوم وامسح دمـع العين بـكـرة الغـايب هيعـود والفـرحـة هتبقي اتنين يـا مـهـون
70774,بسالك استاذ يحيي رابع وخامس وسادس عندهم اختبارات تحريرية في مادة المهارات الرقمية نهاية الفصل الدراسي ؟ او فقط اختبارات الفترات والعملي ؟
46291,الله اكبر في اليوم اللي قررت اصلي في المسجد اللي جنب الدار يطلعلي خطيب بالصلاة ع النبي بدا الاذان وكنا واقفين نصلي ارحمونا
26126,اذا شالو اراوخو من الدفاع احتمال يحققو دوري ابطال الحارة
17218,ليه الواحد لمن يعرف انو هو نقطة ضعف زول بطلع زيتو ؟
122424,افكر لو اهلي بيطلعون كلهم يوما ما واجلس بالبيت وحدي ويرجعون وانا شانقه نفسي
25143,اذا عندك صديق تقدر تشد فيه الظهر فانت فزت بهالحياة الحمد لله يارب الحمد لله احببببها احببهاااا الله لا يحرمني
98127,طبخ طبختيه يالرفله اكليه ويالله طير ذا المدرب وجب مدرب غيره وياقلب لا تحزن
30385,اليوم اثبتي وبجدارة بانك تاج الاغنية العربية اصالة انتي حنجرة لن تتكرر سعدت بحضور حفلك في مدينة الرياض حفل مليئ بالحب والفرع والسعادة واللهم يرحم عمو مصطفي يارب والي خلف ما مات يا صولا الوطن العربي
46694,مسمهاش نؤته مسمهاش اشتا مسمهاش عليا الطلاء مسمهاش بئا مسمهاش تب اسمها نقطه اشطا طلاق وبقا وطب بتعصب من الي بيكتبها كدا طيب نفترض ان انت الدغ بس اي دخل الكيبورد تخليه الدغ زيك حرام تظلمه فاكتب كويس الله يرضا عنك متستفزونيش
27586,يا ربي انا حطيت نفسي في اكبر مازق في حياتي كلها ادرس واشتغل في نفس الوقت احس بنفجرررر بنفجرررر يا ربي انا وش سويت في نفسي
20947,منذ سنوات وانا اشعر انه يجب علي المغادرة ، المغادرة الي اين ؟ لا ادري ، ولكنها المغادرة فحسب
94696,انا بحد بكره احلامي وبخاف منها ، يارب حلم النهارده يبقا من وراه خير مش زي كل مره
42294,الحمد لله استقرار وضعك النفسي ووظيفتك وقيامك باسرتك كلها مزايا كويسه وفضل من الله وكرم منه ولكن في موضوع الزواج النقطة الجوهرية ان استمرارك علي الدواء ضرورة والدواء ذو تاثيرات مصنفة طبيا وانت ملاحظها علي نفسك وفي الزواج الناجح تلبية رغبات الطرفين مطلب اساسي
22513,كيف اصير انسان اسلوبي م اوكك ؟ كيف اصير انسان اسلوبي م اوكك ؟ كيف اصير انسان اسلوبي م اوكك ؟ كيف اصير انسان اسلوبي م اوكك ؟ كيف اصير انسان اسلوبي م اوكك ؟ كيف اصير انسان اسلوبي م اوكك ؟
117976,اليوم اختبرت اختبار مقياس الغيرة طلعت نتيجتي غيرة مرتفعة رابط الاختبار تحت التغريدة
7581,لا يوجد رسالة ماجستير او دكتوراه كاملة بدون قيود او حدود لذلك لا تكن هشا وتعايش مع الانتقادات التي تاتيك فهي جزء من رحلة التعلم القلق والتوتر الذي يعيشه الكثير سببه البحث عن الكمال والخوف من الفشل لن يبلغ الكمال في المعرفة احد حتي لو وصل لاعلي الشهادات والدرجات الاكاديمية
38579,اكتوبر الذكري ل زلزال القاهرة والذي كان بقوة واستمر ثانية فقط واستهدف جميع المدن المصرية وحصيلة ضحايا في القاهرة وحدها الف بين قتيل وجريح ومشرد
26245,ماعمري سويت شي وطلع ممتاز وزي الخلق لازم يطلع زق ويحتاح عك
103248,اتعب وراحلم عقدت الامل فيه لو مابقي من عمرك الا شرايد
112008,بعد موتي يا صديقي لا تحزن تعالي العزا وبعدين اتعشي وحاول تسرق الموب وفـرمـتـه فرمته ابوس ايدك فرمته يا صـديـقـي
73863,اي والله من جد وش تسوين بحديث الرسول ، معاك حق سامحينا علي تضييع وقتك سلام بس
74993,اغث واسوء مخلوق عندي في الحياة ، اللي يسوي لك فيها س مشغول ولا يرد علي الجوال ويعنني مو قادر يحصل وقت مره يتكي يسولف ، خرا عليك وعلي معرفتك يا رجال
47890,استهدوا بالله كدا امتحان ايه اللي اتاجل دا انا جايبه محاضرات ميكرو ب جنيه
17914,من امبارح متوترة فوق العادي وقلقانة قلق شديد غير مبرر ومش عارفة انام ، ببص عالتاريخ النهاردة ، ادركت انه اااااه النهاردة الفورث انفيرسري لاكبر تروما فحياتي
122404,سؤال عفوي كدا بيننا كـ كيدارميين ايه اول حاجه استغربتوها لما دخلتوا كيدراما ؟ اساميهم وكانهم كلهم قرايب وكيم وبارك و لي ؟ اتلخبطوا بين اشكال الابطال ؟ انصدمتوا من عدد الحلقات بس وقعدتوا تقولو فين باقي الحلقات ؟
